"","description","score","File","Source","AnimalScore","AnimalInd","Specificity","Count","SelectionMetric"
"1882","rat",0.63457274,"Lagostomus maximus K vizcachal 21-05-05 3423-17.JPG","google",0.598029816542177,1,0.709961596120226,21,1.47816915121926
"1883","cat",0.6184505,"Lagostomus maximus K vizcachal 21-05-05 3423-17.JPG","google",0.923642675604657,NA,0.859507018283396,126,1.59724863610661
"1884","small to medium sized cats",0.5874781,"Lagostomus maximus K vizcachal 21-05-05 3423-17.JPG","google",0.917390829951251,NA,0.904353632263623,17,1.58699523612326
"1885","rodent",0.53914946,"Lagostomus maximus K vizcachal 21-05-05 3423-17.JPG","google",0.487561267351683,NA,0.635232422688916,56,1.261593780278
"1886","fauna",0.9134098,"Lagostomus maximus K vizcachal 21-05-05 3423-19.JPG","google",0.463924963218457,NA,0.566901380748625,119,1.77871361614921
"1887","wildlife",0.73783344,"Lagostomus maximus K vizcachal 21-05-05 3423-19.JPG","google",0.499809648512766,NA,0.577453955179498,264,1.52658412426691
"1888","cat",0.72788054,"Lagostomus maximus K vizcachal 21-05-05 3423-19.JPG","google",0.923642675604657,NA,0.859507018283396,126,1.76139369610661
"1889","whiskers",0.5591422,"Lagostomus maximus K vizcachal 21-05-05 3423-19.JPG","google",0.655405369951419,NA,0.712627487354809,10,1.39050116276694
"1890","cat",0.98185724,"Lagostomus maximus K vizcachal 21-05-05 3423-21.JPG","google",0.923642675604657,NA,0.859507018283396,126,2.14235874610661
"1891","fauna",0.93664336,"Lagostomus maximus K vizcachal 21-05-05 3423-21.JPG","google",0.463924963218457,NA,0.566901380748625,119,1.81356395614921
"1892","small to medium sized cats",0.9134,"Lagostomus maximus K vizcachal 21-05-05 3423-21.JPG","google",0.917390829951251,NA,0.904353632263623,17,2.07587808612326
"1893","cat like mammal",0.85267717,"Lagostomus maximus K vizcachal 21-05-05 3423-21.JPG","google",0.923642675604657,NA,0.859507018283396,33,1.95708769863843
"1894","wildlife",0.8513521,"Lagostomus maximus K vizcachal 21-05-05 3423-21.JPG","google",0.499809648512766,NA,0.577453955179498,264,1.69686211426691
"1895","whiskers",0.7550852,"Lagostomus maximus K vizcachal 21-05-05 3423-21.JPG","google",0.655405369951419,NA,0.712627487354809,10,1.68441566276694
"1896","wild cat",0.71919304,"Lagostomus maximus K vizcachal 21-05-05 3423-21.JPG","google",0.923642675604657,NA,0.859507018283396,4,1.78945373804286
"1897","snow",0.648097,"Lagostomus maximus K vizcachal 21-05-05 3423-21.JPG","google",0.249248016011334,NA,0.478888504622699,20,1.29626243608918
"1898","tail",0.6360225,"Lagostomus maximus K vizcachal 21-05-05 3423-21.JPG","google",0.518842195424346,NA,0.59334936267271,32,1.39809664972211
"1899","aegean cat",0.59376895,"Lagostomus maximus K vizcachal 21-05-05 3423-21.JPG","google",0.923642675604657,NA,0.859507018283396,1,1.65131760304286
"1900","fauna",0.9342039,"Lagostomus maximus K vizcachal 21-05-05 3423-23.JPG","google",0.463924963218457,NA,0.566901380748625,119,1.80990476614921
"1901","mammal",0.92379844,"Lagostomus maximus K vizcachal 21-05-05 3423-23.JPG","google",0.623663218882118,NA,0,405,1.54658250467053
"1902","wildlife",0.75800294,"Lagostomus maximus K vizcachal 21-05-05 3423-23.JPG","google",0.499809648512766,NA,0.577453955179498,264,1.55683837426691
"1903","muridae",0.7398147,"Lagostomus maximus K vizcachal 21-05-05 3423-23.JPG","google",0.436048731185925,NA,0.402188195202464,11,1.44997946485549
"1904","rodent",0.6194859,"Lagostomus maximus K vizcachal 21-05-05 3423-23.JPG","google",0.487561267351683,NA,0.635232422688916,56,1.382098440278
"1905","mouse",0.61168456,"Lagostomus maximus K vizcachal 21-05-05 3423-23.JPG","google",0.262691741650547,1,0.56722261715056,19,1.28975265737497
"1906","rat",0.5950768,"Lagostomus maximus K vizcachal 21-05-05 3423-23.JPG","google",0.598029816542177,1,0.709961596120226,21,1.41892524121926
"1907","marsupial",0.5384622,"Lagostomus maximus K vizcachal 21-05-05 3423-23.JPG","google",0.50249895822611,NA,0.640144212146783,27,1.27263515460291
"1908","fauna",0.9428955,"Lagostomus maximus K vizcachal 21-05-05 3423-25.JPG","google",0.463924963218457,NA,0.566901380748625,119,1.82294216614921
"1909","tail",0.72370887,"Lagostomus maximus K vizcachal 21-05-05 3423-25.JPG","google",0.518842195424346,NA,0.59334936267271,32,1.52962620472211
"1910","wildlife",0.711468,"Lagostomus maximus K vizcachal 21-05-05 3423-25.JPG","google",0.499809648512766,NA,0.577453955179498,264,1.48703596426691
"1911","procyonidae",0.65074074,"Lagostomus maximus K vizcachal 21-05-05 3423-25.JPG","google",0,NA,0.5,1,1.32611111
"1912","possum",0.648602,"Lagostomus maximus K vizcachal 21-05-05 3423-25.JPG","google",0.522291124716891,NA,0.697459332148725,18,1.47577567329314
"1913","marsupial",0.60552984,"Lagostomus maximus K vizcachal 21-05-05 3423-25.JPG","google",0.50249895822611,NA,0.640144212146783,27,1.37323661460291
"1914","dormouse",0.5985572,"Lagostomus maximus K vizcachal 21-05-05 3423-25.JPG","google",0.575598777283965,NA,0.574416677230173,3,1.38667885985504
"1915","raccoon",0.5913316,"Lagostomus maximus K vizcachal 21-05-05 3423-25.JPG","google",0.538990510447648,1,0.69520645557818,3,1.42708328231996
"1916","rodent",0.5852301,"Lagostomus maximus K vizcachal 21-05-05 3423-25.JPG","google",0.487561267351683,NA,0.635232422688916,56,1.330714740278
"1917","muridae",0.57913905,"Lagostomus maximus K vizcachal 21-05-05 3423-25.JPG","google",0.436048731185925,NA,0.402188195202464,11,1.20896598985549
"1918","fauna",0.9404972,"Lagostomus maximus K vizcachal 21-05-05 3423-36.JPG","google",0.463924963218457,NA,0.566901380748625,119,1.81934471614921
"1919","mammal",0.9233676,"Lagostomus maximus K vizcachal 21-05-05 3423-36.JPG","google",0.623663218882118,NA,0,405,1.54593624467053
"1920","wildlife",0.8236448,"Lagostomus maximus K vizcachal 21-05-05 3423-36.JPG","google",0.499809648512766,NA,0.577453955179498,264,1.65530116426691
"1921","terrestrial animal",0.7046805,"Lagostomus maximus K vizcachal 21-05-05 3423-36.JPG","google",1,NA,0,44,1.32209631722889
"1922","marsupial",0.6974915,"Lagostomus maximus K vizcachal 21-05-05 3423-36.JPG","google",0.50249895822611,NA,0.640144212146783,27,1.51117910460291
"1923","organism",0.6261818,"Lagostomus maximus K vizcachal 21-05-05 3423-36.JPG","google",0.466562075609779,NA,0.638516532644523,34,1.39232134373896
"1924","hare",0.5995668,"Lagostomus maximus K vizcachal 21-05-05 3423-36.JPG","google",0.578150444059185,1,0.717569668610481,3,1.460407672239
"1925","rodent",0.5106534,"Lagostomus maximus K vizcachal 21-05-05 3423-36.JPG","google",0.487561267351683,NA,0.635232422688916,56,1.218849690278
"1926","fauna",0.9411763,"Lagostomus maximus K vizcachal 21-05-05 3423-6.JPG","google",0.463924963218457,NA,0.566901380748625,119,1.82036336614921
"1927","mammal",0.9256963,"Lagostomus maximus K vizcachal 21-05-05 3423-6.JPG","google",0.623663218882118,NA,0,405,1.54942929467053
"1928","muridae",0.90036124,"Lagostomus maximus K vizcachal 21-05-05 3423-6.JPG","google",0.436048731185925,NA,0.402188195202464,11,1.69079927485549
"1929","mouse",0.8626095,"Lagostomus maximus K vizcachal 21-05-05 3423-6.JPG","google",0.262691741650547,1,0.56722261715056,19,1.66614006737497
"1930","rat",0.78659564,"Lagostomus maximus K vizcachal 21-05-05 3423-6.JPG","google",0.598029816542177,1,0.709961596120226,21,1.70620350121926
"1931","marsupial",0.7489874,"Lagostomus maximus K vizcachal 21-05-05 3423-6.JPG","google",0.50249895822611,NA,0.640144212146783,27,1.58842295460291
"1932","possum",0.7128007,"Lagostomus maximus K vizcachal 21-05-05 3423-6.JPG","google",0.522291124716891,NA,0.697459332148725,18,1.57207372329314
"1933","wildlife",0.7046922,"Lagostomus maximus K vizcachal 21-05-05 3423-6.JPG","google",0.499809648512766,NA,0.577453955179498,264,1.47687226426691
"1934","muroidea",0.6864959,"Lagostomus maximus K vizcachal 21-05-05 3423-6.JPG","google",0,NA,0.5,2,1.35045452811865
"1935","rodent",0.6685459,"Lagostomus maximus K vizcachal 21-05-05 3423-6.JPG","google",0.487561267351683,NA,0.635232422688916,56,1.455688440278
"1936","fauna",0.93422747,"Lagostomus maximus + raton 3733-22.JPG","google",0.463924963218457,NA,0.566901380748625,119,1.80994012114921
"1937","wildlife",0.8855677,"Lagostomus maximus + raton 3733-22.JPG","google",0.499809648512766,NA,0.577453955179498,264,1.74818551426691
"1938","marsupial",0.5372972,"Lagostomus maximus + raton 3733-22.JPG","google",0.50249895822611,NA,0.640144212146783,27,1.27088765460291
"1939","tail",0.5333093,"Lagostomus maximus + raton 3733-22.JPG","google",0.518842195424346,NA,0.59334936267271,32,1.24402684972211
"1940","wildlife",0.9806647,"M.gouazoubira 2004-01-03 5709-22 S.Salitral-6000.JPG","google",0.499809648512766,NA,0.577453955179498,264,1.89083101426691
"1941","deer",0.9565887,"M.gouazoubira 2004-01-03 5709-22 S.Salitral-6000.JPG","google",0.536337370887508,1,0.644048345207215,23,1.91184300673119
"1942","fauna",0.93702245,"M.gouazoubira 2004-01-03 5709-22 S.Salitral-6000.JPG","google",0.463924963218457,NA,0.566901380748625,119,1.81413259114921
"1943","white tailed deer",0.84165454,"M.gouazoubira 2004-01-03 5709-22 S.Salitral-6000.JPG","google",0.764968886875193,NA,0.644048345207215,1,1.87574820432241
"1944","grass",0.6796916,"M.gouazoubira 2004-01-03 5709-22 S.Salitral-6000.JPG","google",0.426373306438296,NA,0.578727774844713,111,1.42498619398946
"1945","national park",0.6213523,"M.gouazoubira 2004-01-03 5709-22 S.Salitral-6000.JPG","google",0.177381127492309,NA,0.451593453432089,6,1.24299528763551
"1946","elk",0.6191931,"M.gouazoubira 2004-01-03 5709-22 S.Salitral-6000.JPG","google",0.337860376677346,1,0.508043627261087,1,1.36727655779988
"1947","terrestrial animal",0.6169194,"M.gouazoubira 2004-01-03 5709-22 S.Salitral-6000.JPG","google",1,NA,0,44,1.19045466722889
"1948","tail",0.5754354,"M.gouazoubira 2004-01-03 5709-22 S.Salitral-6000.JPG","google",0.518842195424346,NA,0.59334936267271,32,1.30721599972211
"1949","antler",0.5203925,"M.gouazoubira 2004-01-03 5709-22 S.Salitral-6000.JPG","google",0.297947863827558,NA,0.544921691753791,8,1.16289190089311
"1950","wildlife",0.9729434,"ogeoffrogyi BP 1200 3729-26.JPG","google",0.499809648512766,NA,0.577453955179498,264,1.87924906426691
"1951","fauna",0.9451606,"ogeoffrogyi BP 1200 3729-26.JPG","google",0.463924963218457,NA,0.566901380748625,119,1.82633981614921
"1952","ecosystem",0.9424956,"ogeoffrogyi BP 1200 3729-26.JPG","google",0.360304987644482,NA,0.599205197230896,40,1.81923363382741
"1953","mammal",0.9244327,"ogeoffrogyi BP 1200 3729-26.JPG","google",0.623663218882118,NA,0,405,1.54753389467053
"1954","national park",0.79107517,"ogeoffrogyi BP 1200 3729-26.JPG","google",0.177381127492309,NA,0.451593453432089,6,1.49757959263551
"1955","safari",0.7493553,"ogeoffrogyi BP 1200 3729-26.JPG","google",0.341202890986516,NA,0.563173923778639,39,1.50693345001646
"1956","savanna",0.68223464,"ogeoffrogyi BP 1200 3729-26.JPG","google",0.561860296667853,NA,0.402690470706662,33,1.38257003511586
"1957","ecoregion",0.6675312,"ogeoffrogyi BP 1200 3729-26.JPG","google",0.336736529403442,NA,0.384236605890589,5,1.32232059484615
"1958","grass",0.6394369,"ogeoffrogyi BP 1200 3729-26.JPG","google",0.426373306438296,NA,0.578727774844713,111,1.36460414398946
"1959","terrestrial animal",0.6368957,"ogeoffrogyi BP 1200 3729-26.JPG","google",1,NA,0,44,1.22041911722889
"1960","wildlife",0.9287842,"ogeoffroyi  0823-13 Norte-5.JPG","google",0.499809648512766,NA,0.577453955179498,264,1.81301026426691
"1961","fauna",0.9118574,"ogeoffroyi  0823-13 Norte-5.JPG","google",0.463924963218457,NA,0.566901380748625,119,1.77638501614921
"1962","cat like mammal",0.89156884,"ogeoffroyi  0823-13 Norte-5.JPG","google",0.923642675604657,NA,0.859507018283396,33,2.01542520363843
"1963","terrestrial animal",0.86820406,"ogeoffroyi  0823-13 Norte-5.JPG","google",1,NA,0,44,1.56738165722889
"1964","small to medium sized cats",0.85613394,"ogeoffroyi  0823-13 Norte-5.JPG","google",0.917390829951251,NA,0.904353632263623,17,1.98997899612326
"1965","wild cat",0.719793,"ogeoffroyi  0823-13 Norte-5.JPG","google",0.923642675604657,NA,0.859507018283396,4,1.79035367804286
"1966","bobcat",0.66296387,"ogeoffroyi  0823-13 Norte-5.JPG","google",0.480740486715551,1,0.558524745068416,14,1.42061942340434
"1967","carnivoran",0.6523482,"ogeoffroyi  0823-13 Norte-5.JPG","google",0,NA,0.5,27,1.24776730897299
"1968","organism",0.63436323,"ogeoffroyi  0823-13 Norte-5.JPG","google",0.466562075609779,NA,0.638516532644523,34,1.40459348873896
"1969","whiskers",0.59896654,"ogeoffroyi  0823-13 Norte-5.JPG","google",0.655405369951419,NA,0.712627487354809,10,1.45023767276694
"1970","cat",0.9440722,"Ogeoffroyi 2493-6.JPG","google",0.923642675604657,NA,0.859507018283396,126,2.08568118610661
"1971","fauna",0.92419356,"Ogeoffroyi 2493-6.JPG","google",0.463924963218457,NA,0.566901380748625,119,1.79488925614921
"1972","small to medium sized cats",0.92025363,"Ogeoffroyi 2493-6.JPG","google",0.917390829951251,NA,0.904353632263623,17,2.08615853112326
"1973","cat like mammal",0.9101741,"Ogeoffroyi 2493-6.JPG","google",0.923642675604657,NA,0.859507018283396,33,2.04333309363843
"1974","wildlife",0.87429035,"Ogeoffroyi 2493-6.JPG","google",0.499809648512766,NA,0.577453955179498,264,1.73126948926691
"1975","whiskers",0.6812485,"Ogeoffroyi 2493-6.JPG","google",0.655405369951419,NA,0.712627487354809,10,1.57366061276694
"1976","terrestrial animal",0.6547787,"Ogeoffroyi 2493-6.JPG","google",1,NA,0,44,1.24724361722889
"1977","bobcat",0.6215324,"Ogeoffroyi 2493-6.JPG","google",0.480740486715551,1,0.558524745068416,14,1.35847221840434
"1978","carnivoran",0.6079487,"Ogeoffroyi 2493-6.JPG","google",0,NA,0.5,27,1.18116805897299
"1979","tail",0.60632354,"Ogeoffroyi 2493-6.JPG","google",0.518842195424346,NA,0.59334936267271,32,1.35354820972211
"1980","fauna",0.92974806,"Ogeoffroyi 2493-7.JPG","google",0.463924963218457,NA,0.566901380748625,119,1.80322100614921
"1981","wildlife",0.85203576,"Ogeoffroyi 2493-7.JPG","google",0.499809648512766,NA,0.577453955179498,264,1.69788760426691
"1982","coyote",0.6147493,"Ogeoffroyi 2493-7.JPG","google",0.425597084408275,1,0.628511449121792,47,1.35736544481275
"1983","tundra",0.55532384,"Ogeoffroyi 2493-7.JPG","google",0.466885476075413,NA,0.569873428860314,1,1.33464384344901
"1984","snout",0.5425635,"Ogeoffroyi 2493-7.JPG","google",0.317199469532699,NA,0.559357675396737,13,1.2005589648928
"1985","tail",0.529615,"Ogeoffroyi 2493-7.JPG","google",0.518842195424346,NA,0.59334936267271,32,1.23848539972211
"1986","carnivoran",0.5151572,"Ogeoffroyi 2493-7.JPG","google",0,NA,0.5,27,1.04198080897299
"1987","sky",0.5106754,"Ogeoffroyi 2493-7.JPG","google",0.221995361730834,NA,0.499419295915241,43,1.08647144542359
"1988","wildlife",0.9643694,"Ogeoffroyi 2498-3.JPG","google",0.499809648512766,NA,0.577453955179498,264,1.86638806426691
"1989","terrestrial animal",0.9518721,"Ogeoffroyi 2498-3.JPG","google",1,NA,0,44,1.69288371722889
"1990","fauna",0.93196905,"Ogeoffroyi 2498-3.JPG","google",0.463924963218457,NA,0.566901380748625,119,1.80655249114921
"1991","mammal",0.9253426,"Ogeoffroyi 2498-3.JPG","google",0.623663218882118,NA,0,405,1.54889874467053
"1992","ecosystem",0.87748593,"Ogeoffroyi 2498-3.JPG","google",0.360304987644482,NA,0.599205197230896,40,1.72171912882741
"1993","cat like mammal",0.762281,"Ogeoffroyi 2498-3.JPG","google",0.923642675604657,NA,0.859507018283396,33,1.82149344363843
"1994","leopard",0.7577426,"Ogeoffroyi 2498-3.JPG","google",0.553281851982714,NA,0.713888665671845,34,1.64902855434585
"1995","big cats",0.73884016,"Ogeoffroyi 2498-3.JPG","google",0.917390829951251,NA,0.904353632263623,15,1.81560465259434
"1996","organism",0.68304616,"Ogeoffroyi 2498-3.JPG","google",0.466562075609779,NA,0.638516532644523,34,1.47761788373896
"1997","carnivoran",0.67672426,"Ogeoffroyi 2498-3.JPG","google",0,NA,0.5,27,1.28433139897299
"1998","cat",0.9552185,"Ogeoffroyi 2502-20.JPG","google",0.923642675604657,NA,0.859507018283396,126,2.10240063610661
"1999","fauna",0.9321989,"Ogeoffroyi 2502-20.JPG","google",0.463924963218457,NA,0.566901380748625,119,1.80689726614921
"2000","small to medium sized cats",0.909326,"Ogeoffroyi 2502-20.JPG","google",0.917390829951251,NA,0.904353632263623,17,2.06976708612326
"2001","cat like mammal",0.8115281,"Ogeoffroyi 2502-20.JPG","google",0.923642675604657,NA,0.859507018283396,33,1.89536409363843
"2002","whiskers",0.78478336,"Ogeoffroyi 2502-20.JPG","google",0.655405369951419,NA,0.712627487354809,10,1.72896290276694
"2003","wildlife",0.68273926,"Ogeoffroyi 2502-20.JPG","google",0.499809648512766,NA,0.577453955179498,264,1.44394285426691
"2004","snout",0.59687924,"Ogeoffroyi 2502-20.JPG","google",0.317199469532699,NA,0.559357675396737,13,1.2820325748928
"2005","terrestrial animal",0.97174,"Ogeoffroyi 3717-27.JPG","google",1,NA,0,44,1.72268556722889
"2006","wildlife",0.96521676,"Ogeoffroyi 3717-27.JPG","google",0.499809648512766,NA,0.577453955179498,264,1.86765910426691
"2007","leopard",0.9515354,"Ogeoffroyi 3717-27.JPG","google",0.553281851982714,NA,0.713888665671845,34,1.93971775434585
"2008","ecosystem",0.934467,"Ogeoffroyi 3717-27.JPG","google",0.360304987644482,NA,0.599205197230896,40,1.80719073382741
"2009","fauna",0.9299526,"Ogeoffroyi 3717-27.JPG","google",0.463924963218457,NA,0.566901380748625,119,1.80352781614921
"2010","mammal",0.9255409,"Ogeoffroyi 3717-27.JPG","google",0.623663218882118,NA,0,405,1.54919619467053
"2011","nature reserve",0.9136186,"Ogeoffroyi 3717-27.JPG","google",0.375334764560219,NA,0.529978353060782,8,1.76460610672977
"2012","cat like mammal",0.86939824,"Ogeoffroyi 3717-27.JPG","google",0.923642675604657,NA,0.859507018283396,33,1.98216930363843
"2013","jaguar",0.8577959,"Ogeoffroyi 3717-27.JPG","google",0.137363605894154,1,0.5141993938229,13,1.60586945819625
"2014","cheetah",0.8023436,"Ogeoffroyi 3717-27.JPG","google",0.551579176399232,NA,0.7289704863056,11,1.73604657171038
"2015","wildlife",0.9579584,"Ogeoffroyi 3735-18.JPG","google",0.499809648512766,NA,0.577453955179498,264,1.85677156426691
"2016","fauna",0.92836654,"Ogeoffroyi 3735-18.JPG","google",0.463924963218457,NA,0.566901380748625,119,1.80114872614921
"2017","mammal",0.9255607,"Ogeoffroyi 3735-18.JPG","google",0.623663218882118,NA,0,405,1.54922589467053
"2018","nature reserve",0.9082001,"Ogeoffroyi 3735-18.JPG","google",0.375334764560219,NA,0.529978353060782,8,1.75647835672977
"2019","ecosystem",0.8811515,"Ogeoffroyi 3735-18.JPG","google",0.360304987644482,NA,0.599205197230896,40,1.72721748382741
"2020","cat like mammal",0.84335613,"Ogeoffroyi 3735-18.JPG","google",0.923642675604657,NA,0.859507018283396,33,1.94310613863843
"2021","terrestrial animal",0.840408,"Ogeoffroyi 3735-18.JPG","google",1,NA,0,44,1.52568756722889
"2022","national park",0.74672115,"Ogeoffroyi 3735-18.JPG","google",0.177381127492309,NA,0.451593453432089,6,1.43104856263551
"2023","big cats",0.6933792,"Ogeoffroyi 3735-18.JPG","google",0.917390829951251,NA,0.904353632263623,15,1.74741321259434
"2024","safari",0.689988,"Ogeoffroyi 3735-18.JPG","google",0.341202890986516,NA,0.563173923778639,39,1.41788250001646
"2025","fauna",0.92175543,"Ogeoffroyi 3735-32.JPG","google",0.463924963218457,NA,0.566901380748625,119,1.79123206114921
"2026","ecosystem",0.9093825,"Ogeoffroyi 3735-32.JPG","google",0.360304987644482,NA,0.599205197230896,40,1.76956398382741
"2027","organism",0.6608283,"Ogeoffroyi 3735-32.JPG","google",0.466562075609779,NA,0.638516532644523,34,1.44429109373896
"2028","water",0.6209562,"Ogeoffroyi 3735-32.JPG","google",0.168073038253889,NA,0.433295263914443,38,1.20632233363377
"2029","underwater",0.6136278,"Ogeoffroyi 3735-32.JPG","google",0.190742737385974,NA,0.546625897118926,13,1.26917534271722
"2030","wildlife",0.59136313,"Ogeoffroyi 3735-32.JPG","google",0.499809648512766,NA,0.577453955179498,264,1.30687865926691
"2031","grass",0.5525117,"Ogeoffroyi 3735-32.JPG","google",0.426373306438296,NA,0.578727774844713,111,1.23421634398946
"2032","fauna",0.94581085,"Ogeoffroyi 3735-33.JPG","google",0.463924963218457,NA,0.566901380748625,119,1.82731519114921
"2033","mammal",0.9247019,"Ogeoffroyi 3735-33.JPG","google",0.623663218882118,NA,0,405,1.54793769467053
"2034","wildlife",0.8821942,"Ogeoffroyi 3735-33.JPG","google",0.499809648512766,NA,0.577453955179498,264,1.74312526426691
"2035","grass",0.6540604,"Ogeoffroyi 3735-33.JPG","google",0.426373306438296,NA,0.578727774844713,111,1.38653939398946
"2036","marsupial",0.6283355,"Ogeoffroyi 3735-33.JPG","google",0.50249895822611,NA,0.640144212146783,27,1.40744510460291
"2037","terrestrial animal",0.61763906,"Ogeoffroyi 3735-33.JPG","google",1,NA,0,44,1.19153415722889
"2038","tail",0.56850135,"Ogeoffroyi 3735-33.JPG","google",0.518842195424346,NA,0.59334936267271,32,1.29681492472211
"2039","fauna",0.93937564,"Ogeoffroyi 3735-36.JPG","google",0.463924963218457,NA,0.566901380748625,119,1.81766237614921
"2040","mammal",0.92485654,"Ogeoffroyi 3735-36.JPG","google",0.623663218882118,NA,0,405,1.54816965467053
"2041","cat like mammal",0.91030186,"Ogeoffroyi 3735-36.JPG","google",0.923642675604657,NA,0.859507018283396,33,2.04352473363843
"2042","wildlife",0.90676355,"Ogeoffroyi 3735-36.JPG","google",0.499809648512766,NA,0.577453955179498,264,1.77997928926691
"2043","small to medium sized cats",0.90443635,"Ogeoffroyi 3735-36.JPG","google",0.917390829951251,NA,0.904353632263623,17,2.06243261112326
"2044","terrestrial animal",0.89354193,"Ogeoffroyi 3735-36.JPG","google",1,NA,0,44,1.60538846222889
"2045","cat",0.78799325,"Ogeoffroyi 3735-36.JPG","google",0.923642675604657,NA,0.859507018283396,126,1.85156276110661
"2046","carnivoran",0.7221132,"Ogeoffroyi 3735-36.JPG","google",0,NA,0.5,27,1.35241480897299
"2047","organism",0.68307513,"Ogeoffroyi 3735-36.JPG","google",0.466562075609779,NA,0.638516532644523,34,1.47766133873896
"2048","tail",0.6728427,"Ogeoffroyi 3735-36.JPG","google",0.518842195424346,NA,0.59334936267271,32,1.45332694972211
"2049","fauna",0.92955756,"ogeoffroyi  4963-12 Norte-1.JPG","google",0.463924963218457,NA,0.566901380748625,119,1.80293525614921
"2050","wildlife",0.8233437,"ogeoffroyi  4963-12 Norte-1.JPG","google",0.499809648512766,NA,0.577453955179498,264,1.65484951426691
"2051","organism",0.6870479,"ogeoffroyi  4963-12 Norte-1.JPG","google",0.466562075609779,NA,0.638516532644523,34,1.48362049373896
"2052","night",0.62217826,"ogeoffroyi  4963-12 Norte-1.JPG","google",0.307542829134175,NA,0.482814921734861,2,1.32227123626963
"2053","carnivoran",0.6022072,"ogeoffroyi  4963-12 Norte-1.JPG","google",0,NA,0.5,27,1.17255580897299
"2054","terrestrial animal",0.5806054,"ogeoffroyi  4963-12 Norte-1.JPG","google",1,NA,0,44,1.13598366722889
"2055","wildlife",0.9656714,"ogeoffroyi 4974-20 Sur-3.JPG","google",0.499809648512766,NA,0.577453955179498,264,1.86834106426691
"2056","terrestrial animal",0.9327939,"ogeoffroyi 4974-20 Sur-3.JPG","google",1,NA,0,44,1.66426641722889
"2057","mammal",0.9256855,"ogeoffroyi 4974-20 Sur-3.JPG","google",0.623663218882118,NA,0,405,1.54941309467053
"2058","fauna",0.92537457,"ogeoffroyi 4974-20 Sur-3.JPG","google",0.463924963218457,NA,0.566901380748625,119,1.79666077114921
"2059","cat like mammal",0.8507732,"ogeoffroyi 4974-20 Sur-3.JPG","google",0.923642675604657,NA,0.859507018283396,33,1.95423174363843
"2060","safari",0.73898476,"ogeoffroyi 4974-20 Sur-3.JPG","google",0.341202890986516,NA,0.563173923778639,39,1.49137764001646
"2061","carnivoran",0.71708184,"ogeoffroyi 4974-20 Sur-3.JPG","google",0,NA,0.5,27,1.34486776897299
"2062","savanna",0.7135134,"ogeoffroyi 4974-20 Sur-3.JPG","google",0.561860296667853,NA,0.402690470706662,33,1.42948817511586
"2063","leopard",0.70770526,"ogeoffroyi 4974-20 Sur-3.JPG","google",0.553281851982714,NA,0.713888665671845,34,1.57397254434585
"2064","cheetah",0.69717157,"ogeoffroyi 4974-20 Sur-3.JPG","google",0.551579176399232,NA,0.7289704863056,11,1.57828852671038
"2065","terrestrial animal",0.97218317,"Oncifelis geoffroyi BP 22000 14-05-05 3732-12.JPG","google",1,NA,0,44,1.72335032222889
"2066","fauna",0.9360908,"Oncifelis geoffroyi BP 22000 14-05-05 3732-12.JPG","google",0.463924963218457,NA,0.566901380748625,119,1.81273511614921
"2067","wildlife",0.93418795,"Oncifelis geoffroyi BP 22000 14-05-05 3732-12.JPG","google",0.499809648512766,NA,0.577453955179498,264,1.82111588926691
"2068","mammal",0.9262966,"Oncifelis geoffroyi BP 22000 14-05-05 3732-12.JPG","google",0.623663218882118,NA,0,405,1.55032974467053
"2069","small to medium sized cats",0.9066596,"Oncifelis geoffroyi BP 22000 14-05-05 3732-12.JPG","google",0.917390829951251,NA,0.904353632263623,17,2.06576748612326
"2070","cat like mammal",0.90439445,"Oncifelis geoffroyi BP 22000 14-05-05 3732-12.JPG","google",0.923642675604657,NA,0.859507018283396,33,2.03466361863843
"2071","organism",0.7079322,"Oncifelis geoffroyi BP 22000 14-05-05 3732-12.JPG","google",0.466562075609779,NA,0.638516532644523,34,1.51494694373896
"2072","viverridae",0.7027175,"Oncifelis geoffroyi BP 22000 14-05-05 3732-12.JPG","google",0,NA,0.5,1,1.40407625
"2073","carnivoran",0.6846796,"Oncifelis geoffroyi BP 22000 14-05-05 3732-12.JPG","google",0,NA,0.5,27,1.29626440897299
"2074","cheetah",0.6754704,"Oncifelis geoffroyi BP 22000 14-05-05 3732-12.JPG","google",0.551579176399232,NA,0.7289704863056,11,1.54573677171038
"2075","fauna",0.94053006,"Oncifelis geoffroyi BP 22000 14-05-05 3732-13.JPG","google",0.463924963218457,NA,0.566901380748625,119,1.81939400614921
"2076","mammal",0.9258875,"Oncifelis geoffroyi BP 22000 14-05-05 3732-13.JPG","google",0.623663218882118,NA,0,405,1.54971609467053
"2077","terrestrial animal",0.850052,"Oncifelis geoffroyi BP 22000 14-05-05 3732-13.JPG","google",1,NA,0,44,1.54015356722889
"2078","wildlife",0.8353144,"Oncifelis geoffroyi BP 22000 14-05-05 3732-13.JPG","google",0.499809648512766,NA,0.577453955179498,264,1.67280556426691
"2079","whiskers",0.7350572,"Oncifelis geoffroyi BP 22000 14-05-05 3732-13.JPG","google",0.655405369951419,NA,0.712627487354809,10,1.65437366276694
"2080","cat like mammal",0.73227304,"Oncifelis geoffroyi BP 22000 14-05-05 3732-13.JPG","google",0.923642675604657,NA,0.859507018283396,33,1.77648150363843
