V1,description,score,File,Source,AnimalScore,AnimalInd,Specificity,Count,SelectionMetric,SimplestName,CommonNameMajor,TimeofDay,Amount,Vegetation,NumOfAnimals,SimplestNameScore,CommonNameScore,ScoreRank,SimplestRF,CommonRF
3170,outdoors,0.96988976,IMG_0098.JPG,clarifAI,0.356118831136187,,0.531810420193845,147,1.81801741886939,horse,zebra,Night,Partial,Grassland,1,0.26023750557168,0.301702181223787,19,0.245593898879658,0.16457843750394
3171,side view,0.96759444,IMG_0098.JPG,clarifAI,0.184195938031508,,0.517196579930804,50,1.77018107009701,horse,zebra,Night,Partial,Grassland,1,0.166740208459785,0.207824605289528,18,0.162590090563443,0.134059343034885
3172,dark,0.9650958,IMG_0098.JPG,clarifAI,0.310797352239844,,0.486849025267589,4,1.81876755069376,horse,zebra,Night,Partial,Grassland,1,0.203006775242623,0.352258541807938,17,0.29462615243411,0.110747527879685
3173,monochrome,0.95569026,IMG_0098.JPG,clarifAI,0.0919510874480948,,0.4471591151266,40,1.69591410772617,horse,zebra,Night,Partial,Grassland,1,0.035567432318654,0.180214419967894,16,0.0746066799091521,0.134085128057361
3174,vertical,0.9551665,IMG_0098.JPG,clarifAI,0.126671765000532,,0.447652192680126,4,1.7382437875902,horse,zebra,Night,Partial,Grassland,1,0.0697620416791809,0.18790585979634,15,0.100299550635416,0.104388461103837
3175,people,0.9243287,IMG_0098.JPG,clarifAI,0.156340554741309,,0.514431755304484,22,1.70411413797313,horse,zebra,Night,Partial,Grassland,1,0.0939228872527502,0.127042688230059,14,0.133273519229907,0.102522587062502
3176,adult,0.91800153,IMG_0098.JPG,clarifAI,0.27725134971932,,0.587463783311377,8,1.77540236314485,horse,zebra,Night,Partial,Grassland,1,0.11199405174068,0.30171541753315,13,0.248666094705354,0.113198253644228
3177,shadow,0.9143812,IMG_0098.JPG,clarifAI,0.233776440260902,,0.477601220126115,2,1.73952719824694,horse,zebra,Night,Partial,Grassland,1,0.202331272430726,0.25755154565204,12,0.186380143370784,0.0653279033236324
3178,indoors,0.90901655,IMG_0098.JPG,clarifAI,0.514202360523732,,0.654198788754552,4,1.86917480950821,horse,zebra,Night,Partial,Grassland,1,0.271957997688467,0.31551971996095,11,0.38592911411156,0.127458937610019
3179,solitude,0.9050369,IMG_0098.JPG,clarifAI,0.211818531796186,,0.446072340577515,1,1.7335461532378,horse,zebra,Night,Partial,Grassland,1,0.192780941200805,0.200551470854624,10,0.179959418847682,0.0920355950769053
3180,stripe,0.892874,IMG_0098.JPG,clarifAI,0.357469089475089,,0.531077757488051,30,1.7124745696963,horse,zebra,Night,Partial,Grassland,1,0.136189942991725,0.391343556901034,9,0.196849919375344,0.256167961013092
3181,wildlife,0.87106097,IMG_0098.JPG,clarifAI,0.499809648512766,,0.577453955179498,264,1.72642541926691,horse,zebra,Night,Partial,Grassland,1,0.144151331060711,0.5234757192274,8,0.271891245216013,0.224345460897626
3182,strength,0.85965085,IMG_0098.JPG,clarifAI,0.144687724477453,,0.448746986151151,3,1.6077567261139,horse,zebra,Night,Partial,Grassland,1,0.248433775027824,0.10747557048029,7,0.136366073187843,0.124257479680567
3183,no person,0.85679066,IMG_0098.JPG,clarifAI,0.28898233960606,,0.506401301745522,122,1.61968580037853,horse,zebra,Night,Partial,Grassland,1,0.205725601028032,0.210338629275844,6,0.223511309208009,0.0910430895548233
3184,square,0.83783984,IMG_0098.JPG,clarifAI,0.090840362658988,,0.365258485143903,4,1.5120990932367,horse,zebra,Night,Partial,Grassland,1,0.0984023246403389,0.13461338834879,5,0.090735436890338,0.10440868515047
3185,nature,0.8180486,IMG_0098.JPG,clarifAI,0.354320287320382,,0.529978353060782,156,1.58864855605074,horse,zebra,Night,Partial,Grassland,1,0.162729889342474,0.323530130436697,4,0.227011623404116,0.195098452973259
3186,danger,0.816465,IMG_0098.JPG,clarifAI,0.304443768769529,,0.537268757472467,13,1.59717783073988,horse,zebra,Night,Partial,Grassland,1,0.225822562887182,0.301236614463069,3,0.241603070869539,0.16553139389874
3187,protection,0.77224416,IMG_0098.JPG,clarifAI,0.257184754230956,,0.543300531608715,2,1.56502337248075,horse,zebra,Night,Partial,Grassland,1,0.0679905091427419,0.15800394626165,2,0.228149646108688,0.100416055792934
3188,man,0.76401424,IMG_0098.JPG,clarifAI,0.328704838704689,,0.476456602177108,5,1.51114723031472,horse,zebra,Night,Partial,Grassland,1,0.284856001225508,0.161025090087879,1,0.260251417670507,0.119576172856722
1589,black,0.9606266,IMG_0098.JPG,google,0.308321059855532,,0.516098946480333,25,1.79606963820405,horse,zebra,Night,Partial,Grassland,1,0.20433390790468,0.391017076470602,10,0.217618393028322,0.331179166663588
1590,black and white,0.95028085,IMG_0098.JPG,google,0.308321059855532,,0.532342817453606,48,1.78310670542043,horse,zebra,Night,Partial,Grassland,1,0.20433390790468,0.391017076470602,9,0.238333834357181,0.299302109818283
1591,photograph,0.94986886,IMG_0098.JPG,google,0.187302687318345,,0.507663466002619,2,1.79617137294955,horse,zebra,Night,Partial,Grassland,1,0.173882810227204,0.235438662025849,8,0.170437991064575,0.172444551740261
1592,monochrome photography,0.8982105,IMG_0098.JPG,google,0.0919510874480948,,0.491740231839494,46,1.63091783339726,horse,zebra,Night,Partial,Grassland,1,0.0625880052212498,0.180214419967894,7,0.0751973909600319,0.159706284461271
1593,photography,0.83647645,IMG_0098.JPG,google,0.0718390696516567,,0.491740231839494,34,1.53569441684691,horse,zebra,Night,Partial,Grassland,1,0.0625880052212498,0.122337326539078,6,0.0671287080812253,0.155497914841598
1594,darkness,0.8311681,IMG_0098.JPG,google,0.199360969491611,,0.450555414087222,6,1.5626949284629,horse,zebra,Night,Partial,Grassland,1,0.16463458947081,0.222965909684018,5,0.172696757035316,0.156447135125579
1595,light,0.8210995,IMG_0098.JPG,google,0.169153672640744,,0.483786695279197,17,1.54008457830342,horse,zebra,Night,Partial,Grassland,1,0.166657573158783,0.238593234695447,4,0.150550028122328,0.131845896613621
1596,monochrome,0.7760959,IMG_0098.JPG,google,0.0919510874480948,,0.4471591151266,40,1.42652256772617,horse,zebra,Night,Partial,Grassland,1,0.035567432318654,0.180214419967894,3,0.0646734310072088,0.140786322296624
1597,phenomenon,0.7547649,IMG_0098.JPG,google,0.195735477503116,,0.482631732538327,7,1.46019353294587,horse,zebra,Night,Partial,Grassland,1,0.104698229851627,0.18804845289063,2,0.16998604516106,0.166431825417056
1598,computer wallpaper,0.65644914,IMG_0098.JPG,google,0.261444642112427,,0.54926409711501,1,1.42466691908561,horse,zebra,Night,Partial,Grassland,1,0.1306964205254,0.240136684827583,1,0.238288726234929,0.138828001068221
5625,zebra,0.854,IMG_0100.JPG,IBM,0.610805218843365,1,0.688575215683627,83,1.78896533855162,horse,zebra,Night,Partial,Grassland,1,0.286144222417095,1,3,0.302095072968776,0.982218764004638
5626,odd-toed ungulate (hoofed mammal),0.959,IMG_0100.JPG,IBM,0.623663218882118,,0.751494726964389,25,1.99016316820272,horse,zebra,Night,Partial,Grassland,1,0.262356748033093,0.648818558730127,6.5,0.3071058957315,0.594268755562768
5627,mammal,0.959,IMG_0100.JPG,IBM,0.623663218882118,,0,405,1.59938484467053,horse,zebra,Night,Partial,Grassland,1,0.11369876491861,0.648818558730127,6.5,0.246931279366706,0.429013601829551
5628,animal,0.96,IMG_0100.JPG,IBM,1,,0,355,1.69530744892434,horse,zebra,Night,Partial,Grassland,1,0.35718259476004,0.507325478386342,8,0.53058517998537,0.117230662774416
5629,mountain zebra,0.645,IMG_0100.JPG,IBM,0.610805218843365,,0.688575215683627,12,1.49335642601214,horse,zebra,Night,Partial,Grassland,1,0.286144222417095,1,2,0.303843382162939,0.995637635875007
5630,common zebra,0.5,IMG_0100.JPG,IBM,0.610805218843365,,0.688575215683627,16,1.27198891255265,horse,zebra,Night,Partial,Grassland,1,0.286144222417095,1,1,0.303280296007935,0.983152245363488
5631,coal black color,0.956,IMG_0100.JPG,IBM,0.308321059855532,,0.553355828846778,25,1.80775817938727,horse,zebra,Night,Partial,Grassland,1,0.20433390790468,0.391017076470602,5,0.230537649744354,0.299645247491103
5632,black color,0.911,IMG_0100.JPG,IBM,0.308321059855532,,0.553355828846778,43,1.73550803642053,horse,zebra,Night,Partial,Grassland,1,0.20433390790468,0.391017076470602,4,0.235762480521116,0.278623860504406
257,animal,0.976976242065,IMG_0100.JPG,amazon,1,,0,355,1.72077181202184,horse,zebra,Night,Partial,Grassland,1,0.35718259476004,0.507325478386342,3,0.423394724763734,0.357281304446139
258,mammal,0.976976242065,IMG_0100.JPG,amazon,0.623663218882118,,0,405,1.62634920776803,horse,zebra,Night,Partial,Grassland,1,0.11369876491861,0.648818558730127,3,0.235353258618223,0.427201980166377
259,zebra,0.976976242065,IMG_0100.JPG,amazon,0.610805218843365,1,0.688575215683627,83,1.97342970164912,horse,zebra,Night,Partial,Grassland,1,0.286144222417095,1,3,0.304308759607023,0.973331073950338
260,silhouette,0.508050079346,IMG_0100.JPG,amazon,0.270757748771672,,0.517515112446765,3,1.14625713935426,horse,zebra,Night,Partial,Grassland,1,0.185134306254044,0.404632341299992,1,0.219219949728777,0.156298904677141
3189,zebra,0.9977521,IMG_0100.JPG,clarifAI,0.610805218843365,1,0.688575215683627,83,2.00459348855162,horse,zebra,Night,Partial,Grassland,1,0.286144222417095,1,20,0.315185353521526,0.988743429940772
3190,stripe,0.9888835,IMG_0100.JPG,clarifAI,0.357469089475089,,0.531077757488051,30,1.8564888196963,horse,zebra,Night,Partial,Grassland,1,0.136189942991725,0.391343556901034,19,0.184513778799087,0.291766260219536
3191,no person,0.97884107,IMG_0100.JPG,clarifAI,0.28898233960606,,0.506401301745522,122,1.80276141537853,horse,zebra,Night,Partial,Grassland,1,0.205725601028032,0.210338629275844,18,0.26309690024273,0.100322180658455
3192,wildlife,0.9772971,IMG_0100.JPG,clarifAI,0.499809648512766,,0.577453955179498,264,1.88577961426691,horse,zebra,Night,Partial,Grassland,1,0.144151331060711,0.5234757192274,17,0.214202072279046,0.30316523307011
3193,nature,0.97587484,IMG_0100.JPG,clarifAI,0.354320287320382,,0.529978353060782,156,1.82538791605074,horse,zebra,Night,Partial,Grassland,1,0.162729889342474,0.323530130436697,16,0.213455412721588,0.192217665671295
3194,horizontal,0.95010567,IMG_0100.JPG,clarifAI,0.122417038959817,,0.481004549149933,20,1.71862571908992,horse,zebra,Night,Partial,Grassland,1,0.0709980687185464,0.154563439662606,15,0.096889685963094,0.101506185523718
3195,animal,0.9428786,IMG_0100.JPG,clarifAI,1,,0,355,1.66962534892434,horse,zebra,Night,Partial,Grassland,1,0.35718259476004,0.507325478386342,14,0.494035521073614,0.257947961275657
3196,equid,0.9357343,IMG_0100.JPG,clarifAI,0,,0.5,16,1.67860145,horse,zebra,Night,Partial,Grassland,1,0,0,13,0.0128304128987899,0.0207680016454678
3197,side view,0.9349375,IMG_0100.JPG,clarifAI,0.184195938031508,,0.517196579930804,50,1.72119566009701,horse,zebra,Night,Partial,Grassland,1,0.166740208459785,0.207824605289528,12,0.167662696158909,0.134674638940333
3198,zoo,0.9303732,IMG_0100.JPG,clarifAI,0.679940996265598,,0.81219141913172,52,1.98550826353789,horse,zebra,Night,Partial,Grassland,1,0.351218747225227,0.672870067868415,11,0.501871982228587,0.280241902408157
3199,skin,0.89286816,IMG_0100.JPG,clarifAI,0.335094352942147,,0.607573248566504,4,1.77686245251879,horse,zebra,Night,Partial,Grassland,1,0.119868743280187,0.197143065378106,10,0.197219474747856,0.20998284104569
3200,safari,0.8831607,IMG_0100.JPG,clarifAI,0.341202890986516,,0.563173923778639,39,1.70764155001646,horse,zebra,Night,Partial,Grassland,1,0.217868831622969,0.616680812501924,9,0.2256733023844,0.466426331015452
3201,camouflage,0.85579276,IMG_0100.JPG,clarifAI,0.352956360199245,,0.563938097106715,8,1.6892526176625,horse,zebra,Night,Partial,Grassland,1,0.170668587751268,0.472508547389528,8,0.208349500192954,0.435820667536878
3202,mammal,0.8389045,IMG_0100.JPG,clarifAI,0.623663218882118,,0,405,1.41924159467053,horse,zebra,Night,Partial,Grassland,1,0.11369876491861,0.648818558730127,7,0.246244569556563,0.441922943635788
3203,monochrome,0.8300876,IMG_0100.JPG,clarifAI,0.0919510874480948,,0.4471591151266,40,1.50751011772617,horse,zebra,Night,Partial,Grassland,1,0.035567432318654,0.180214419967894,6,0.0665885891362442,0.140808980942716
3204,wild,0.82355934,IMG_0100.JPG,clarifAI,0.651318809502658,,0.775503526480819,77,1.79731653326204,horse,zebra,Night,Partial,Grassland,1,0.357468966346895,0.67318829146545,5,0.551111991199181,0.174463458571156
3205,outdoors,0.80890405,IMG_0100.JPG,clarifAI,0.356118831136187,,0.531810420193845,147,1.57653885386939,horse,zebra,Night,Partial,Grassland,1,0.26023750557168,0.301702181223787,4,0.237845350398721,0.205296771769945
3206,elegant,0.78669965,IMG_0100.JPG,clarifAI,0.137476713775597,,0.478492969478841,3,1.51140016510228,horse,zebra,Night,Partial,Grassland,1,0.181981398112637,0.245552666011543,3,0.162732429500655,0.118451746511875
3207,zoology,0.7720034,IMG_0100.JPG,clarifAI,0.465936478979012,,0.660990136549265,9,1.63831762135272,horse,zebra,Night,Partial,Grassland,1,0.045452712786079,0.335180562980022,2,0.119016500721453,0.266831798736944
3208,illustration,0.7526245,IMG_0100.JPG,clarifAI,0.196845927168972,,0.562383305548983,7,1.49713633186766,horse,zebra,Night,Partial,Grassland,1,0.174546575748151,0.210061319892321,1,0.174653004232005,0.153565634894913
1599,white,0.9623648,IMG_0100.JPG,google,0.224734062434243,,0.489584049548103,9,1.77785607371595,horse,zebra,Night,Partial,Grassland,1,0.175110360524612,0.302398103782381,10,0.183224137151855,0.254603430385472
1600,black,0.96155816,IMG_0100.JPG,google,0.308321059855532,,0.516098946480333,25,1.79746697820405,horse,zebra,Night,Partial,Grassland,1,0.20433390790468,0.391017076470602,9,0.213112544419166,0.359953436656925
1601,black and white,0.9560624,IMG_0100.JPG,google,0.308321059855532,,0.532342817453606,48,1.79177903042043,horse,zebra,Night,Partial,Grassland,1,0.20433390790468,0.391017076470602,8,0.222813203805421,0.324866935572271
1602,fauna,0.9334263,IMG_0100.JPG,google,0.463924963218457,,0.566901380748625,119,1.80873836614921,horse,zebra,Night,Partial,Grassland,1,0.084756089402918,0.519020238746678,7,0.193471573584311,0.125093911333712
1603,monochrome photography,0.9312356,IMG_0100.JPG,google,0.0919510874480948,,0.491740231839494,46,1.68045548339726,horse,zebra,Night,Partial,Grassland,1,0.0625880052212498,0.180214419967894,6,0.0700894702779816,0.159926026221756
1604,zebra,0.9295957,IMG_0100.JPG,google,0.610805218843365,1,0.688575215683627,83,1.90235888855162,horse,zebra,Night,Partial,Grassland,1,0.286144222417095,1,5,0.356012150251655,0.967784565752345
1605,mammal,0.92682934,IMG_0100.JPG,google,0.623663218882118,,0,405,1.55112885467053,horse,zebra,Night,Partial,Grassland,1,0.11369876491861,0.648818558730127,4,0.220577987127925,0.398890857721272
1606,wildlife,0.9154417,IMG_0100.JPG,google,0.499809648512766,,0.577453955179498,264,1.79299651426691,horse,zebra,Night,Partial,Grassland,1,0.144151331060711,0.5234757192274,3,0.195448446713336,0.307247756896835
1607,head,0.85867137,IMG_0100.JPG,google,0.205951969853121,,0.486523007565357,7,1.62055299854688,horse,zebra,Night,Partial,Grassland,1,0.191628413558192,0.194595458599675,2,0.176628696431659,0.173885684853432
1608,horse like mammal,0.84890693,IMG_0100.JPG,google,0.623663218882118,,0.746236502535437,6,1.84321928003463,horse,zebra,Night,Partial,Grassland,1,1,0.648818558730127,1,0.853109153089759,0.558347381043497
5633,zebra,0.877,IMG_0101.JPG,IBM,0.610805218843365,1,0.688575215683627,83,1.82346533855162,horse,zebra,Night,Partial,Grassland,1,0.286144222417095,1,3,0.299113157321123,0.972707337156116
5634,odd-toed ungulate (hoofed mammal),0.959,IMG_0101.JPG,IBM,0.623663218882118,,0.751494726964389,25,1.99016316820272,horse,zebra,Night,Partial,Grassland,1,0.262356748033093,0.648818558730127,7,0.30247371217329,0.579196333227793
5635,mammal,0.959,IMG_0101.JPG,IBM,0.623663218882118,,0,405,1.59938484467053,horse,zebra,Night,Partial,Grassland,1,0.11369876491861,0.648818558730127,7,0.315004672430763,0.396563507064451
5636,animal,0.959,IMG_0101.JPG,IBM,1,,0,355,1.69380744892434,horse,zebra,Night,Partial,Grassland,1,0.35718259476004,0.507325478386342,7,0.46770131530026,0.315394891386364
5637,common zebra,0.602,IMG_0101.JPG,IBM,0.610805218843365,,0.688575215683627,16,1.42498891255265,horse,zebra,Night,Partial,Grassland,1,0.286144222417095,1,2,0.304106513740879,0.98326623672035
5638,mountain zebra,0.5,IMG_0101.JPG,IBM,0.610805218843365,,0.688575215683627,12,1.27585642601214,horse,zebra,Night,Partial,Grassland,1,0.286144222417095,1,1,0.302094943250313,0.97697200529688
5639,black color,0.94,IMG_0101.JPG,IBM,0.308321059855532,,0.553355828846778,43,1.77900803642053,horse,zebra,Night,Partial,Grassland,1,0.20433390790468,0.391017076470602,5,0.22821346967019,0.300287164368065
5640,coal black color,0.936,IMG_0101.JPG,IBM,0.308321059855532,,0.553355828846778,25,1.77775817938727,horse,zebra,Night,Partial,Grassland,1,0.20433390790468,0.391017076470602,4,0.235519221756415,0.275234452836645
261,animal,0.815140457153,IMG_0101.JPG,amazon,1,,0,355,1.47801813465384,horse,zebra,Night,Partial,Grassland,1,0.35718259476004,0.507325478386342,2,0.434095761663979,0.275444518363973
262,mammal,0.815140457153,IMG_0101.JPG,amazon,0.623663218882118,,0,405,1.38359553040003,horse,zebra,Night,Partial,Grassland,1,0.11369876491861,0.648818558730127,2,0.342043420740723,0.278036689460214
263,zebra,0.815140457153,IMG_0101.JPG,amazon,0.610805218843365,1,0.688575215683627,83,1.73067602428112,horse,zebra,Night,Partial,Grassland,1,0.286144222417095,1,2,0.330145848446607,0.980900508281554
3209,stripe,0.9960269,IMG_0101.JPG,clarifAI,0.357469089475089,,0.531077757488051,30,1.8672039196963,horse,zebra,Night,Partial,Grassland,1,0.136189942991725,0.391343556901034,20,0.176167791501233,0.28040286483597
3210,zebra,0.99460024,IMG_0101.JPG,clarifAI,0.610805218843365,1,0.688575215683627,83,1.99986569855162,horse,zebra,Night,Partial,Grassland,1,0.286144222417095,1,19,0.308631642282836,0.985301900864627
3211,horizontal,0.99384284,IMG_0101.JPG,clarifAI,0.122417038959817,,0.481004549149933,20,1.78423147408992,horse,zebra,Night,Partial,Grassland,1,0.0709980687185464,0.154563439662606,18,0.0852421206502025,0.116294095289011
3212,wildlife,0.97669995,IMG_0101.JPG,clarifAI,0.499809648512766,,0.577453955179498,264,1.88488388926691,horse,zebra,Night,Partial,Grassland,1,0.144151331060711,0.5234757192274,17,0.212675505668844,0.301597110265702
3213,nature,0.97637296,IMG_0101.JPG,clarifAI,0.354320287320382,,0.529978353060782,156,1.82613509605074,horse,zebra,Night,Partial,Grassland,1,0.162729889342474,0.323530130436697,16,0.213826816587173,0.18714758366803
3214,animal,0.9563416,IMG_0101.JPG,clarifAI,1,,0,355,1.68981984892434,horse,zebra,Night,Partial,Grassland,1,0.35718259476004,0.507325478386342,15,0.502322025522058,0.238573058536662
3215,pattern,0.9513191,IMG_0101.JPG,clarifAI,0.21969636121804,,0.537240221740854,6,1.79134768022132,horse,zebra,Night,Partial,Grassland,1,0.157528320694851,0.270195348037603,14,0.187861823001701,0.158416276192715
3216,no person,0.94900835,IMG_0101.JPG,clarifAI,0.28898233960606,,0.506401301745522,122,1.75801233537853,horse,zebra,Night,Partial,Grassland,1,0.205725601028032,0.210338629275844,13,0.220372684676799,0.0891150026423201
3217,side view,0.91604185,IMG_0101.JPG,clarifAI,0.184195938031508,,0.517196579930804,50,1.69285218509701,horse,zebra,Night,Partial,Grassland,1,0.166740208459785,0.207824605289528,12,0.169884947171502,0.129666033052344
3218,equid,0.9050882,IMG_0101.JPG,clarifAI,0,,0.5,16,1.6326323,horse,zebra,Night,Partial,Grassland,1,0,0,11,0.0174779658994325,0.0202284403259332
3219,square,0.89731073,IMG_0101.JPG,clarifAI,0.090840362658988,,0.365258485143903,4,1.6013054282367,horse,zebra,Night,Partial,Grassland,1,0.0984023246403389,0.13461338834879,10,0.0762414346969544,0.100916401786983
3220,outdoors,0.88495845,IMG_0101.JPG,clarifAI,0.356118831136187,,0.531810420193845,147,1.69062045386939,horse,zebra,Night,Partial,Grassland,1,0.26023750557168,0.301702181223787,9,0.261349305006092,0.169284490920277
3221,camouflage,0.8603277,IMG_0101.JPG,clarifAI,0.352956360199245,,0.563938097106715,8,1.6960550276625,horse,zebra,Night,Partial,Grassland,1,0.170668587751268,0.472508547389528,8,0.209143199398215,0.435177862064057
3222,motion,0.8436735,IMG_0101.JPG,clarifAI,0.16503349462335,,0.539384735850624,4,1.62646099158115,horse,zebra,Night,Partial,Grassland,1,0.142002138843933,0.183530542398136,7,0.158144872325355,0.144530593270389
3223,monochrome,0.8426708,IMG_0101.JPG,clarifAI,0.0919510874480948,,0.4471591151266,40,1.52638491772617,horse,zebra,Night,Partial,Grassland,1,0.035567432318654,0.180214419967894,6,0.0671094109052541,0.134939821711454
3224,bright,0.8151709,IMG_0101.JPG,clarifAI,0.273253723634507,,0.48607205119419,2,1.60481648462438,horse,zebra,Night,Partial,Grassland,1,0.174917544061,0.353008562940164,5,0.264465193741725,0.122683045037129
3225,simplicity,0.7989118,IMG_0101.JPG,clarifAI,0.13283341536474,,0.45768395624774,1,1.56041803196505,horse,zebra,Night,Partial,Grassland,1,0.132088235880421,0.182407983918489,4,0.142575483325664,0.0923979212121543
3226,safari,0.79671526,IMG_0101.JPG,clarifAI,0.341202890986516,,0.563173923778639,39,1.57797339001646,horse,zebra,Night,Partial,Grassland,1,0.217868831622969,0.616680812501924,3,0.258209879201791,0.315691550315876
3227,vertical,0.7932567,IMG_0101.JPG,clarifAI,0.126671765000532,,0.447652192680126,4,1.4953790875902,horse,zebra,Night,Partial,Grassland,1,0.0697620416791809,0.18790585979634,2,0.0908987763826122,0.135489618432515
3228,zoology,0.7908467,IMG_0101.JPG,clarifAI,0.465936478979012,,0.660990136549265,9,1.66658257135272,horse,zebra,Night,Partial,Grassland,1,0.045452712786079,0.335180562980022,1,0.114383213006453,0.275553086125317
1609,black,0.9609713,IMG_0101.JPG,google,0.308321059855532,,0.516098946480333,25,1.79658668820405,horse,zebra,Night,Partial,Grassland,1,0.20433390790468,0.391017076470602,10,0.219085672566227,0.332040697598813
1610,white,0.9584113,IMG_0101.JPG,google,0.224734062434243,,0.489584049548103,9,1.77192582371595,horse,zebra,Night,Partial,Grassland,1,0.175110360524612,0.302398103782381,9,0.183851529584452,0.242394209274875
1611,black and white,0.9545269,IMG_0101.JPG,google,0.308321059855532,,0.532342817453606,48,1.78947578042043,horse,zebra,Night,Partial,Grassland,1,0.20433390790468,0.391017076470602,8,0.224395347085133,0.319408374936644
1612,mammal,0.9261817,IMG_0101.JPG,google,0.623663218882118,,0,405,1.55015739467053,horse,zebra,Night,Partial,Grassland,1,0.11369876491861,0.648818558730127,7,0.20475398689553,0.479546437052899
1613,monochrome photography,0.92065996,IMG_0101.JPG,google,0.0919510874480948,,0.491740231839494,46,1.66459202339726,horse,zebra,Night,Partial,Grassland,1,0.0625880052212498,0.180214419967894,6,0.0667529269779215,0.164130788721659
1614,close up,0.8461393,IMG_0101.JPG,google,0.293882841752475,,0.470094206183186,2,1.64843744164837,horse,zebra,Night,Partial,Grassland,1,0.204218179596591,0.253800561617,5,0.238083908479369,0.150377430542158
1615,photography,0.8340947,IMG_0101.JPG,google,0.0718390696516567,,0.491740231839494,34,1.53212179184691,horse,zebra,Night,Partial,Grassland,1,0.0625880052212498,0.122337326539078,4,0.0705042082020024,0.133520402386553
1616,monochrome,0.79216117,IMG_0101.JPG,google,0.0919510874480948,,0.4471591151266,40,1.45062047272617,horse,zebra,Night,Partial,Grassland,1,0.035567432318654,0.180214419967894,3,0.0623518940525287,0.142150385750224
1617,organism,0.762297,IMG_0101.JPG,google,0.466562075609779,,0.638516532644523,34,1.59649414373896,horse,zebra,Night,Partial,Grassland,1,0.0217508747005657,0.206044268891012,2,0.165905881647606,0.0369468120028445
1618,darkness,0.61693096,IMG_0101.JPG,google,0.199360969491611,,0.450555414087222,6,1.2413392184629,horse,zebra,Night,Partial,Grassland,1,0.16463458947081,0.222965909684018,1,0.167962705966593,0.14230692520589
5641,zebra,0.786,IMG_0102.JPG,IBM,0.610805218843365,1,0.688575215683627,83,1.68696533855162,horse,zebra,Night,Partial,Grassland,1,0.286144222417095,1,11,0.352516594754713,0.93697278380951
5642,odd-toed ungulate (hoofed mammal),0.786,IMG_0102.JPG,IBM,0.623663218882118,,0.751494726964389,25,1.73066316820272,horse,zebra,Night,Partial,Grassland,1,0.262356748033093,0.648818558730127,11,0.34076370733706,0.527282730227801
5643,mammal,0.786,IMG_0102.JPG,IBM,0.623663218882118,,0,405,1.33988484467053,horse,zebra,Night,Partial,Grassland,1,0.11369876491861,0.648818558730127,11,0.403557264274398,0.106080191139443
5644,animal,0.894,IMG_0102.JPG,IBM,1,,0,355,1.59630744892434,horse,zebra,Night,Partial,Grassland,1,0.35718259476004,0.507325478386342,13,0.611828881039683,0.127727840588722
5645,neritina (animal with shell),0.537,IMG_0102.JPG,IBM,1,,1,1,1.6555,horse,zebra,Night,Partial,Grassland,1,0.35718259476004,0.507325478386342,5.5,0.593226595268682,0.291254974054986
5646,seasnail,0.537,IMG_0102.JPG,IBM,0,,0.5,1,1.1555,horse,zebra,Night,Partial,Grassland,1,0,0,5.5,0.0255336361825791,0.0265005609238042
5647,gastropod (animal with a shell),0.542,IMG_0102.JPG,IBM,1,,1,1,1.663,horse,zebra,Night,Partial,Grassland,1,0.35718259476004,0.507325478386342,7,0.644759839126447,0.287478148072344
5648,shellfish,0.544,IMG_0102.JPG,IBM,0.32704240139917,,0.519471962305524,1,1.25749658150255,horse,zebra,Night,Partial,Grassland,1,0.0110460873903993,0.2985075669394,8.5,0.274548657070303,0.12277744863714
5649,invertebrate,0.544,IMG_0102.JPG,IBM,0.482708646355564,,0.58304720986986,5,1.27292212607382,horse,zebra,Night,Partial,Grassland,1,0.0020846764563551,0.450548080293712,8.5,0.346707142328488,0.0404697759638094
5650,sheepshead,0.5,IMG_0102.JPG,IBM,0,,0.5,1,1.1,horse,zebra,Night,Partial,Grassland,1,0,0,1.5,0.0235142248638712,0.0273178130805558
5651,spiny-finned fish,0.5,IMG_0102.JPG,IBM,0.284966655760126,,0.530613322138174,2,1.15725900312777,horse,zebra,Night,Partial,Grassland,1,0.0798346173058659,0.404300752105569,1.5,0.219219329964319,0.195028289334564
5652,fish,0.508,IMG_0102.JPG,IBM,0.284966655760126,,0.530613322138174,15,1.12436821398383,horse,zebra,Night,Partial,Grassland,1,0.0798346173058659,0.404300752105569,3.5,0.213286234349096,0.144303234808035
5653,aquatic vertebrate,0.508,IMG_0102.JPG,IBM,0.497216783674173,,0.652357375799019,5,1.25720424336805,horse,zebra,Night,Partial,Grassland,1,0.0546844087032214,0.450127206893685,3.5,0.461748281619617,0.0733686403391766
5654,black color,0.962,IMG_0102.JPG,IBM,0.308321059855532,,0.553355828846778,43,1.81200803642053,horse,zebra,Night,Partial,Grassland,1,0.20433390790468,0.391017076470602,15,0.252341590028634,0.249860462969778
5655,coal black color,0.917,IMG_0102.JPG,IBM,0.308321059855532,,0.553355828846778,25,1.74925817938727,horse,zebra,Night,Partial,Grassland,1,0.20433390790468,0.391017076470602,14,0.241148594012107,0.238899020869396
264,animal,0.862091598511,IMG_0102.JPG,amazon,1,,0,355,1.54844484669084,horse,zebra,Night,Partial,Grassland,1,0.35718259476004,0.507325478386342,5,0.537400920027437,0.247657143118338
